file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
SRR12075372.filt_1P.fq	FASTQ	DNA	912035	210195569	36	230.5	251
SRR12075372.filt_2P.fq	FASTQ	DNA	912035	201194025	36	220.6	251
SRR12116889.filt_1P.fq	FASTQ	DNA	1065408	248860194	36	233.6	251
SRR12116889.filt_2P.fq	FASTQ	DNA	1065408	239030336	36	224.4	251
SRR12136527.filt_1P.fq	FASTQ	DNA	1154289	168161523	36	145.7	151
SRR12136527.filt_2P.fq	FASTQ	DNA	1154289	160187125	36	138.8	151
SRR12136528.filt_1P.fq	FASTQ	DNA	1199108	174563005	36	145.6	151
SRR12136528.filt_2P.fq	FASTQ	DNA	1199108	156242129	36	130.3	151
SRR12136529.filt_1P.fq	FASTQ	DNA	1298962	188786543	36	145.3	151
SRR12136529.filt_2P.fq	FASTQ	DNA	1298962	187570103	36	144.4	151
SRR12136530.filt_1P.fq	FASTQ	DNA	1471496	213707878	36	145.2	151
SRR12136530.filt_2P.fq	FASTQ	DNA	1471496	212778399	36	144.6	151
SRR12136537.filt_1P.fq	FASTQ	DNA	1151816	168249731	36	146.1	151
SRR12136537.filt_2P.fq	FASTQ	DNA	1151816	148185530	36	128.7	151
SRR12136553.filt_1P.fq	FASTQ	DNA	1841831	266246655	36	144.6	151
SRR12136553.filt_2P.fq	FASTQ	DNA	1841831	262676082	36	142.6	151
SRR12188981.filt_1P.fq	FASTQ	DNA	1600491	234359784	36	146.4	151
SRR12188981.filt_2P.fq	FASTQ	DNA	1600491	227876998	36	142.4	151
SRR12193701.filt_1P.fq	FASTQ	DNA	1397973	203595251	36	145.6	151
SRR12193701.filt_2P.fq	FASTQ	DNA	1397973	200115994	36	143.1	151
SRR12194033.filt_1P.fq	FASTQ	DNA	1008360	146432357	36	145.2	151
SRR12194033.filt_2P.fq	FASTQ	DNA	1008360	143839991	36	142.6	151
SRR12194040.filt_1P.fq	FASTQ	DNA	1135786	164780255	36	145.1	151
SRR12194040.filt_2P.fq	FASTQ	DNA	1135786	165187712	36	145.4	151
SRR12194045.filt_1P.fq	FASTQ	DNA	2089561	304088672	36	145.5	151
SRR12194045.filt_2P.fq	FASTQ	DNA	2089561	296194414	36	141.7	151
SRR12194046.filt_1P.fq	FASTQ	DNA	1621524	237404570	36	146.4	151
SRR12194046.filt_2P.fq	FASTQ	DNA	1621524	228740451	36	141.1	151
SRR12194048.filt_1P.fq	FASTQ	DNA	1608880	235519506	36	146.4	151
SRR12194048.filt_2P.fq	FASTQ	DNA	1608880	224039652	36	139.3	151
SRR12194050.filt_1P.fq	FASTQ	DNA	1756786	255713034	36	145.6	151
SRR12194050.filt_2P.fq	FASTQ	DNA	1756786	250541290	36	142.6	151
SRR12194052.filt_1P.fq	FASTQ	DNA	1825971	267481898	36	146.5	151
SRR12194052.filt_2P.fq	FASTQ	DNA	1825971	263563497	36	144.3	151
SRR12194054.filt_1P.fq	FASTQ	DNA	1519330	222684777	36	146.6	151
SRR12194054.filt_2P.fq	FASTQ	DNA	1519330	214253803	36	141.0	151
SRR12212542.filt_1P.fq	FASTQ	DNA	1118071	163060739	36	145.8	151
SRR12212542.filt_2P.fq	FASTQ	DNA	1118071	159385141	36	142.6	151
SRR12212543.filt_1P.fq	FASTQ	DNA	1034784	151001803	36	145.9	151
SRR12212543.filt_2P.fq	FASTQ	DNA	1034784	143579333	36	138.8	151
SRR12362646.filt_1P.fq	FASTQ	DNA	1377932	198154476	36	143.8	151
SRR12362646.filt_2P.fq	FASTQ	DNA	1377932	191832193	36	139.2	151
SRR12418434.filt_1P.fq	FASTQ	DNA	1082747	236832624	36	218.7	301
SRR12418434.filt_2P.fq	FASTQ	DNA	1082747	207056645	36	191.2	301
SRR12420044.filt_1P.fq	FASTQ	DNA	917531	228412133	36	248.9	301
SRR12420044.filt_2P.fq	FASTQ	DNA	917531	195997747	36	213.6	301
SRR12420840.filt_1P.fq	FASTQ	DNA	786390	196021657	36	249.3	301
SRR12420840.filt_2P.fq	FASTQ	DNA	786390	166727634	36	212.0	301
SRR12424407.filt_1P.fq	FASTQ	DNA	1475008	207781502	36	140.9	151
SRR12424407.filt_2P.fq	FASTQ	DNA	1475008	199402454	36	135.2	151
SRR12424409.filt_1P.fq	FASTQ	DNA	1723172	245385436	36	142.4	151
SRR12424409.filt_2P.fq	FASTQ	DNA	1723172	237611057	36	137.9	151
SRR12424429.filt_1P.fq	FASTQ	DNA	1062287	155432209	36	146.3	151
SRR12424429.filt_2P.fq	FASTQ	DNA	1062287	150097052	36	141.3	151
SRR12424432.filt_1P.fq	FASTQ	DNA	1440848	209292630	36	145.3	151
SRR12424432.filt_2P.fq	FASTQ	DNA	1440848	204525896	36	141.9	151
SRR12424433.filt_1P.fq	FASTQ	DNA	1446006	210508905	36	145.6	151
SRR12424433.filt_2P.fq	FASTQ	DNA	1446006	202933345	36	140.3	151
SRR12424435.filt_1P.fq	FASTQ	DNA	2010958	290054327	36	144.2	151
SRR12424435.filt_2P.fq	FASTQ	DNA	2010958	277322654	36	137.9	151
SRR12424436.filt_1P.fq	FASTQ	DNA	1196204	173244926	36	144.8	151
SRR12424436.filt_2P.fq	FASTQ	DNA	1196204	164533169	36	137.5	151
SRR12424439.filt_1P.fq	FASTQ	DNA	1645739	237629657	36	144.4	151
SRR12424439.filt_2P.fq	FASTQ	DNA	1645739	229821622	36	139.6	151
SRR12424476.filt_1P.fq	FASTQ	DNA	1710058	247859219	36	144.9	151
SRR12424476.filt_2P.fq	FASTQ	DNA	1710058	243791891	36	142.6	151
SRR12424478.filt_1P.fq	FASTQ	DNA	1449434	209917987	36	144.8	151
SRR12424478.filt_2P.fq	FASTQ	DNA	1449434	205550791	36	141.8	151
SRR12472377.filt_1P.fq	FASTQ	DNA	1362053	190604610	36	139.9	151
SRR12472377.filt_2P.fq	FASTQ	DNA	1362053	187812326	36	137.9	151
SRR12473513.filt_1P.fq	FASTQ	DNA	1837597	265377914	36	144.4	151
SRR12473513.filt_2P.fq	FASTQ	DNA	1837597	259367872	36	141.1	151
SRR12473515.filt_1P.fq	FASTQ	DNA	1841753	266265507	36	144.6	151
SRR12473515.filt_2P.fq	FASTQ	DNA	1841753	251296548	36	136.4	151
SRR12473516.filt_1P.fq	FASTQ	DNA	1910744	272896058	36	142.8	151
SRR12473516.filt_2P.fq	FASTQ	DNA	1910744	265441295	36	138.9	151
SRR12486597.filt_1P.fq	FASTQ	DNA	1121664	258249630	36	230.2	251
SRR12486597.filt_2P.fq	FASTQ	DNA	1121664	241979100	36	215.7	251
SRR12552581.filt_1P.fq	FASTQ	DNA	1113340	161629789	36	145.2	151
SRR12552581.filt_2P.fq	FASTQ	DNA	1113340	153462897	36	137.8	151
SRR12569365.filt_1P.fq	FASTQ	DNA	353644	78413739	36	221.7	251
SRR12569365.filt_2P.fq	FASTQ	DNA	353644	74400051	36	210.4	251
SRR1257300.filt_1P.fq	FASTQ	DNA	1016321	231665198	36	227.9	250
SRR1257300.filt_2P.fq	FASTQ	DNA	1016321	222688769	36	219.1	250
SRR1257307.filt_1P.fq	FASTQ	DNA	974839	221541157	36	227.3	250
SRR1257307.filt_2P.fq	FASTQ	DNA	974839	211523475	36	217.0	250
SRR12599228.filt_1P.fq	FASTQ	DNA	1429968	210644069	36	147.3	151
SRR12599228.filt_2P.fq	FASTQ	DNA	1429968	178807785	36	125.0	151
SRR12626352.filt_1P.fq	FASTQ	DNA	2156053	314216170	36	145.7	151
